model,case_id,domain,context_length,actual_context_length,depth,seed,answer,policy,policy_type,key_bits,value_bits,protected_key_bits,protected_layers,residual_window,found,status,response_excerpt,topk_k,kv_saving,runtime_s,tok_per_s,peak_gpu_gb
Qwen2.5-3B,math_ctx4096_d10_s0,math,4096,4086,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random2_keys_seed0,random2,2.0,2.0,6.0,"[24, 26]",128.0,False,completed,Phoenix,,82.9931,1.3673,1.4628,6.4507
Qwen2.5-3B,math_ctx4096_d10_s0,math,4096,4086,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random2_keys_seed1,random2,2.0,2.0,6.0,"[4, 8]",128.0,False,completed,Her_flutter,,82.9931,1.4457,2.0751,6.3697
Qwen2.5-3B,math_ctx4096_d10_s0,math,4096,4086,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random2_keys_seed2,random2,2.0,2.0,6.0,"[3, 5]",128.0,False,completed,NovaProject,,82.9931,1.4516,2.0667,6.3555
Qwen2.5-3B,math_ctx4096_d10_s0,math,4096,4086,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_bottom2_keys,bottom2,2.0,2.0,6.0,"[30, 33]",128.0,False,completed,Phoenix,,82.9931,1.3697,1.4601,6.4829
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,Project M³,,77.611,4.0734,0.982,6.447
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,Project M³,,77.611,4.0759,0.9814,6.3702
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,OperationOmega,,77.611,3.9655,0.7565,6.3464
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,Project M³,,77.611,4.0552,0.9864,6.4899
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,SecretProjectBeach,,77.611,4.1724,1.1983,6.447
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,Jamie,,77.611,3.8901,0.5141,6.3702
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,Samson,,77.611,3.9877,0.7523,6.3464
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,Jamie,,77.611,3.8898,0.5142,6.4899
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,BLACKOP,,77.611,3.9728,0.7551,6.447
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,Project Phantom,,77.611,3.9657,0.7565,6.3702
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,BLACKJACK,,77.611,4.0666,0.9836,6.3464
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,BLACKJACK,,77.611,4.0521,0.9871,6.4899
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,AURORA,,77.6116,4.0559,0.9862,6.447
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,AURORA,,77.6116,4.0464,0.9885,6.3699
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,URORA,,77.6116,3.9741,0.7549,6.3463
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,AURORA,,77.6116,4.056,0.9862,6.4899
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,NEVADA-318,,77.611,4.506,1.7754,6.447
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,NEURAL32,,77.611,4.1568,1.2028,6.3702
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,NEURAL32,,77.611,4.1398,1.2078,6.3464
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,NEUROX,,77.611,4.1597,1.202,6.4899
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,Aurora7749,,78.4493,4.6027,1.7381,6.7992
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,Aurora7749,,78.4493,4.5874,1.7439,6.6853
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,Aurora774,,78.4493,4.4644,1.568,6.6498
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,Aurora7749,,78.4493,4.6007,1.7389,6.8633
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,NEBBI-3186,,78.4496,4.7266,1.9041,6.7992
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,NEBBI-3186,,78.4496,4.7248,1.9049,6.6853
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,NEBBI-123,,78.4496,4.6028,1.7381,6.6498
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,NEBBI-3186,,78.4496,4.7282,1.9035,6.8633
Qwen2.5-3B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,AURORA,,78.4496,4.1481,0.9643,6.7992
Qwen2.5-3B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,AURORA,,78.4496,4.1457,0.9648,6.6853
Qwen2.5-3B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,"The problem provided no actual project code name. but based on the context, I'll",,78.4496,8.0618,2.977,6.6498
Qwen2.5-3B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,AURORA,,78.4496,4.1358,0.9672,6.8633
Qwen2.5-3B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,BULA-3186,,78.4496,4.5934,1.7416,6.7992
Qwen2.5-3B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,BULA-3186,,78.4496,4.6031,1.738,6.6853
Qwen2.5-3B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,BULA-3168,,78.4496,4.5999,1.7392,6.6498
Qwen2.5-3B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,BULA-3186,,78.4496,4.6024,1.7382,6.8633
Qwen2.5-3B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,A_Avor749,,78.4496,4.4637,1.5682,6.7992
Qwen2.5-3B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,A_Avoron,,78.4496,4.2424,1.1786,6.6853
Qwen2.5-3B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,Aurora7,,78.4496,4.2404,1.1791,6.6498
Qwen2.5-3B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,A_Avor749,,78.4496,4.4653,1.5676,6.8633
Qwen2.5-3B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,ULTRA123,,78.4496,4.3535,1.3782,6.7992
Qwen2.5-3B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,UCLA,,78.4496,4.0495,0.7408,6.6853
Qwen2.5-3B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,ABCD12,,78.4496,4.2399,1.1793,6.6498
Qwen2.5-3B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,ABUCado,,78.4496,4.2491,1.1767,6.8633
Qwen2.5-3B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,The30 = $<<5*3=15>>15. 5 bags of Skittles cost,,78.8681,8.1461,2.9462,7.151
Qwen2.5-3B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,TheTotal cost of of the treats is: 3 bags of of Skittles cost $7 x 5 = $,,78.8681,8.1395,2.9486,6.9995
Qwen2.5-3B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,The13 bags of Snickers cost $5 x 3 = $<<5*3=15>>1,,78.8681,8.1765,2.9352,6.9523
Qwen2.5-3B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,The30 = $30. . 5 5 bags of Skittles cost $7 x 5 =,,78.8681,8.1581,2.9419,7.2352
Qwen2.5-3B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,MonkeyMission,,78.8681,4.1524,0.7225,7.151
Qwen2.5-3B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,PuzzleMonkey,,78.8681,4.2376,0.9439,6.9995
Qwen2.5-3B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,**MONEKY** The code name for the secret project involving 12 monkeys could reaso,,78.8681,8.1695,2.9378,6.9523
Qwen2.5-3B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,MonkeyMission,,78.8681,4.1585,0.7214,7.2352
Qwen2.5-3B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,AORO-RA-7749,,78.8681,5.1461,2.1376,7.151
Qwen2.5-3B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,AURA,,78.8681,4.155,0.722,6.9995
Qwen2.5-3B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,AORA-7749,,78.8681,4.6869,1.7069,6.9523
Qwen2.5-3B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,AORA-7749,,78.8681,4.6899,1.7058,7.2352
Qwen2.5-3B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,NEBULA,,78.8679,4.2275,0.9462,7.1505
Qwen2.5-3B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,NEBULA,,78.8679,4.2361,0.9443,6.999
Qwen2.5-3B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,MONK12,,78.8679,4.3305,1.1546,6.9518
Qwen2.5-3B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,NEBULA,,78.8679,4.2279,0.9461,7.2347
Qwen2.5-3B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,ProjectPiñata,,78.8681,4.3316,1.1543,7.151
Qwen2.5-3B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,SECRETPIÑATA,,78.8681,4.3504,1.1493,6.9995
Qwen2.5-3B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,SecretSilo,,78.8681,4.2416,0.943,6.9523
Qwen2.5-3B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,ProjectPiñata,,78.8681,4.3398,1.1521,7.2352
Qwen2.5-3B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,MONK12,,78.8679,4.3358,1.1532,7.1505
Qwen2.5-3B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,MONK12,,78.8679,4.3371,1.1529,6.999
Qwen2.5-3B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,MONK12,,78.8679,4.3292,1.1549,6.9518
Qwen2.5-3B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,MONK12,,78.8679,4.3543,1.1483,7.2347
Qwen2.5-3B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,SECRETION,,77.611,3.959,0.7578,6.447
Qwen2.5-3B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,Project ORION,,77.611,4.047,0.9884,6.3702
Qwen2.5-3B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,TheoraicEcho,,77.611,4.1531,1.2039,6.3464
Qwen2.5-3B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,InternalProjectX,,77.611,4.0441,0.9891,6.4899
Qwen2.5-3B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random4_keys_seed0,random4,4.0,2.0,6.0,"[2, 16, 24, 26]",128.0,False,completed,NeuL3a,,76.602,4.8983,1.2249,6.4576
Qwen2.5-3B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random4_keys_seed1,random4,4.0,2.0,6.0,"[4, 7, 8, 16]",128.0,False,completed,NeuYula3186,,76.602,5.2647,1.7095,6.41
Qwen2.5-3B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_random4_keys_seed2,random4,4.0,2.0,6.0,"[3, 5, 10, 23]",128.0,False,completed,Neueula3186,,76.602,5.1381,1.557,6.4438
Qwen2.5-3B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_bottom4_keys,bottom4,4.0,2.0,6.0,"[23, 4, 30, 33]",128.0,False,completed,Nebula3186,,76.602,5.1247,1.5611,6.4913
Qwen2.5-3B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed0,random1,4.0,2.0,6.0,[24],128.0,False,completed,Aurora,,77.611,4.0507,0.9875,6.447
Qwen2.5-3B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed1,random1,4.0,2.0,6.0,[8],128.0,False,completed,Aurora,,77.611,4.0457,0.9887,6.3702
Qwen2.5-3B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_random1_keys_seed2,random1,4.0,2.0,6.0,[3],128.0,False,completed,Aurora,,77.611,4.0455,0.9888,6.3464
Qwen2.5-3B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_bottom1_keys,bottom1,4.0,2.0,6.0,[33],128.0,False,completed,Aurora,,77.611,4.0482,0.9881,6.4899
